Date,7/16/2018
706.5102,2.15E-05
706.8454,2.15E-05
707.1804,2.16E-05
707.5155,2.17E-05
707.8505,2.17E-05
708.1854,2.18E-05
708.5203,2.19E-05
708.8551,2.19E-05
709.1899,2.20E-05
709.5246,2.20E-05
709.8593,2.21E-05
710.1939,2.22E-05
710.5285,2.23E-05
710.8631,2.23E-05
711.1975,2.24E-05
711.532,2.25E-05
711.8663,2.26E-05
712.2007,2.26E-05
712.5349,2.27E-05
712.8692,2.28E-05
713.2034,2.29E-05
713.5375,2.29E-05
713.8716,2.30E-05
714.2056,2.30E-05
714.5396,2.31E-05
714.8735,2.32E-05
715.2074,2.32E-05
715.5412,2.33E-05
715.875,2.34E-05
716.2087,2.34E-05
716.5423,2.35E-05
716.876,2.36E-05
717.2095,2.36E-05
717.5431,2.37E-05
717.8765,2.38E-05
718.2099,2.39E-05
718.5433,2.39E-05
718.8766,2.40E-05
719.2099,2.40E-05
719.5431,2.41E-05
719.8763,2.42E-05
720.2094,2.42E-05
720.5425,2.43E-05
720.8755,2.43E-05
721.2084,2.44E-05
721.5413,2.45E-05
721.8742,2.45E-05
722.207,2.46E-05
722.5398,2.47E-05
722.8725,2.47E-05
723.2051,2.48E-05
723.5377,2.49E-05
723.8703,2.50E-05
724.2028,2.50E-05
724.5353,2.51E-05
724.8677,2.52E-05
725.2,2.52E-05
725.5323,2.53E-05
725.8646,2.54E-05
726.1968,2.54E-05
726.5289,2.55E-05
726.861,2.56E-05
727.1931,2.56E-05
727.5251,2.57E-05
727.857,2.57E-05
728.1889,2.58E-05
728.5207,2.59E-05
728.8525,2.59E-05
729.1843,2.60E-05
729.516,2.60E-05
729.8476,2.61E-05
730.1792,2.62E-05
730.5107,2.62E-05
730.8422,2.63E-05
731.1736,2.64E-05
731.505,2.64E-05
731.8363,2.65E-05
732.1676,2.65E-05
732.4989,2.66E-05
732.83,2.67E-05
733.1612,2.67E-05
733.4922,2.68E-05
733.8233,2.69E-05
734.1542,2.69E-05
734.4852,2.70E-05
734.816,2.70E-05
735.1468,2.71E-05
735.4776,2.72E-05
735.8083,2.73E-05
736.139,2.73E-05
736.4696,2.74E-05
736.8002,2.75E-05
737.1307,2.75E-05
737.4612,2.76E-05
737.7916,2.76E-05
738.1219,2.77E-05
738.4522,2.78E-05
738.7825,2.78E-05
739.1127,2.79E-05
739.4428,2.79E-05
739.7729,2.80E-05
740.103,2.81E-05
740.433,2.81E-05
740.7629,2.82E-05
741.0928,2.82E-05
741.4227,2.83E-05
741.7525,2.83E-05
742.0822,2.84E-05
742.4119,2.85E-05
742.7415,2.85E-05
743.0711,2.86E-05
743.4007,2.87E-05
743.7301,2.88E-05
744.0596,2.88E-05
744.389,2.89E-05
744.7183,2.90E-05
745.0476,2.91E-05
745.3768,2.92E-05
745.706,2.92E-05
746.0351,2.93E-05
746.3642,2.94E-05
746.6932,2.94E-05
747.0222,2.95E-05
747.3511,2.96E-05
747.6799,2.97E-05
748.0088,2.97E-05
748.3375,2.98E-05
748.6662,2.98E-05
748.9949,2.99E-05
749.3235,3.00E-05
749.652,3.00E-05
749.9805,3.01E-05
750.309,3.02E-05
750.6374,3.03E-05
750.9657,3.03E-05
751.294,3.04E-05
751.6223,3.05E-05
751.9505,3.06E-05
752.2786,3.06E-05
752.6067,3.07E-05
752.9348,3.08E-05
753.2627,3.09E-05
753.5907,3.10E-05
753.9186,3.11E-05
754.2464,3.12E-05
754.5742,3.13E-05
754.9019,3.14E-05
755.2296,3.15E-05
755.5572,3.16E-05
755.8848,3.17E-05
756.2123,3.17E-05
756.5397,3.18E-05
756.8672,3.19E-05
757.1945,3.20E-05
757.5218,3.21E-05
757.8491,3.21E-05
758.1763,3.22E-05
758.5035,3.23E-05
758.8306,3.24E-05
759.1576,3.25E-05
759.4846,3.26E-05
759.8116,3.27E-05
760.1385,3.28E-05
760.4653,3.29E-05
760.7921,3.30E-05
761.1188,3.30E-05
761.4455,3.32E-05
761.7721,3.33E-05
762.0987,3.34E-05
762.4253,3.34E-05
762.7517,3.35E-05
763.0782,3.37E-05
763.4045,3.38E-05
763.7309,3.39E-05
764.0571,3.40E-05
764.3833,3.41E-05
764.7095,3.42E-05
765.0356,3.43E-05
765.3617,3.44E-05
765.6877,3.45E-05
766.0137,3.46E-05
766.3396,3.47E-05
766.6654,3.48E-05
766.9912,3.49E-05
767.317,3.50E-05
767.6427,3.52E-05
767.9683,3.53E-05
768.2939,3.54E-05
768.6194,3.56E-05
768.9449,3.57E-05
769.2703,3.58E-05
769.5957,3.60E-05
769.9211,3.61E-05
770.2463,3.62E-05
770.5716,3.64E-05
770.8967,3.65E-05
771.2218,3.66E-05
771.5469,3.68E-05
771.8719,3.69E-05
772.1969,3.70E-05
772.5218,3.72E-05
772.8467,3.73E-05
773.1715,3.75E-05
773.4962,3.76E-05
773.8209,3.77E-05
774.1456,3.79E-05
774.4702,3.81E-05
774.7947,3.82E-05
775.1192,3.84E-05
775.4436,3.85E-05
775.768,3.87E-05
776.0923,3.89E-05
776.4166,3.90E-05
776.7408,3.92E-05
777.065,3.94E-05
777.3891,3.95E-05
777.7132,3.97E-05
778.0372,3.99E-05
778.3612,4.00E-05
778.6851,4.02E-05
779.009,4.03E-05
779.3328,4.05E-05
779.6565,4.06E-05
779.9802,4.08E-05
780.3039,4.10E-05
780.6275,4.12E-05
780.951,4.13E-05
781.2745,4.15E-05
781.5979,4.16E-05
781.9213,4.18E-05
782.2446,4.19E-05
782.5679,4.21E-05
782.8911,4.22E-05
783.2143,4.24E-05
783.5374,4.25E-05
783.8605,4.26E-05
784.1835,4.27E-05
784.5065,4.27E-05
784.8294,4.28E-05
785.1522,4.29E-05
785.475,4.29E-05
785.7978,4.30E-05
786.1205,4.30E-05
786.4431,4.31E-05
786.7657,4.31E-05
787.0883,4.31E-05
787.4107,4.32E-05
787.7332,4.32E-05
788.0556,4.32E-05
788.3779,4.33E-05
788.7002,4.33E-05
789.0224,4.33E-05
789.3445,4.34E-05
789.6667,4.34E-05
789.9887,4.35E-05
790.3107,4.35E-05
790.6327,4.36E-05
790.9546,4.36E-05
791.2764,4.36E-05
791.5982,4.37E-05
791.92,4.38E-05
792.2417,4.38E-05
792.5633,4.39E-05
792.8849,4.39E-05
793.2064,4.40E-05
793.5279,4.41E-05
793.8493,4.41E-05
794.1707,4.42E-05
794.492,4.42E-05
794.8133,4.43E-05
795.1345,4.43E-05
795.4556,4.44E-05
795.7767,4.45E-05
796.0978,4.46E-05
796.4188,4.46E-05
796.7397,4.47E-05
797.0606,4.48E-05
797.3815,4.49E-05
797.7022,4.50E-05
798.023,4.51E-05
798.3437,4.52E-05
798.6643,4.54E-05
798.9849,4.55E-05
799.3054,4.56E-05
799.6258,4.57E-05
799.9462,4.58E-05
800.2666,4.59E-05
800.5869,4.60E-05
800.9072,4.62E-05
801.2274,4.63E-05
801.5475,4.64E-05
801.8676,4.66E-05
802.1876,4.67E-05
802.5076,4.69E-05
802.8275,4.71E-05
803.1474,4.72E-05
803.4672,4.74E-05
803.787,4.75E-05
804.1067,4.77E-05
804.4264,4.78E-05
804.746,4.80E-05
805.0656,4.81E-05
805.3851,4.83E-05
805.7045,4.84E-05
806.0239,4.86E-05
806.3433,4.87E-05
806.6625,4.89E-05
806.9818,4.91E-05
807.301,4.93E-05
807.6201,4.95E-05
807.9392,4.97E-05
808.2582,4.98E-05
808.5771,5.00E-05
808.8961,5.02E-05
809.2149,5.03E-05
809.5337,5.06E-05
809.8525,5.08E-05
810.1712,5.10E-05
810.4898,5.12E-05
810.8084,5.14E-05
811.1269,5.16E-05
811.4454,5.18E-05
811.7639,5.20E-05
812.0822,5.22E-05
812.4006,5.25E-05
812.7188,5.27E-05
813.037,5.30E-05
813.3552,5.33E-05
813.6733,5.35E-05
813.9914,5.38E-05
814.3094,5.40E-05
814.6273,5.42E-05
814.9452,5.45E-05
815.263,5.47E-05
815.5808,5.49E-05
815.8985,5.52E-05
816.2162,5.54E-05
816.5338,5.56E-05
816.8514,5.58E-05
817.1689,5.60E-05
817.4864,5.62E-05
817.8038,5.65E-05
818.1211,5.67E-05
818.4384,5.70E-05
818.7557,5.72E-05
819.0729,5.74E-05
819.39,5.77E-05
819.7071,5.79E-05
820.0241,5.81E-05
820.3411,5.83E-05
820.658,5.85E-05
820.9749,5.88E-05
821.2917,5.91E-05
821.6084,5.94E-05
821.9251,5.96E-05
822.2418,5.99E-05
822.5584,6.02E-05
822.8749,6.04E-05
823.1914,6.07E-05
823.5078,6.10E-05
823.8242,6.14E-05
824.1405,6.16E-05
824.4568,6.19E-05
824.773,6.21E-05
825.0892,6.23E-05
825.4053,6.26E-05
825.7214,6.29E-05
826.0374,6.31E-05
826.3533,6.33E-05
826.6692,6.36E-05
826.985,6.38E-05
827.3008,6.41E-05
827.6165,6.44E-05
827.9322,6.47E-05
828.2478,6.50E-05
828.5634,6.52E-05
828.8789,6.56E-05
829.1944,6.59E-05
829.5098,6.62E-05
829.8251,6.65E-05
830.1404,6.68E-05
830.4556,6.71E-05
830.7708,6.74E-05
831.0859,6.76E-05
831.401,6.79E-05
831.716,6.82E-05
832.031,6.84E-05
832.3459,6.86E-05
832.6608,6.89E-05
832.9756,6.91E-05
833.2903,6.93E-05
833.605,6.96E-05
833.9197,6.99E-05
834.2342,7.02E-05
834.5488,7.04E-05
834.8632,7.07E-05
835.1777,7.10E-05
835.492,7.13E-05
835.8063,7.16E-05
836.1206,7.18E-05
836.4348,7.21E-05
836.7489,7.24E-05
837.063,7.26E-05
837.3771,7.29E-05
837.6911,7.31E-05
838.005,7.34E-05
838.3189,7.37E-05
838.6327,7.40E-05
838.9465,7.43E-05
839.2602,7.46E-05
839.5738,7.49E-05
839.8874,7.52E-05
840.201,7.55E-05
840.5145,7.57E-05
840.8279,7.60E-05
841.1413,7.63E-05
841.4546,7.66E-05
841.7679,7.69E-05
842.0811,7.72E-05
842.3943,7.75E-05
842.7074,7.78E-05
843.0204,7.81E-05
843.3334,7.84E-05
843.6464,7.88E-05
843.9592,7.91E-05
844.2721,7.95E-05
844.5849,7.98E-05
844.8976,8.00E-05
845.2102,8.03E-05
845.5229,8.07E-05
845.8354,8.10E-05
846.1479,8.13E-05
846.4604,8.16E-05
846.7728,8.19E-05
847.0851,8.22E-05
847.3974,8.24E-05
847.7096,8.27E-05
848.0218,8.30E-05
848.3339,8.34E-05
848.646,8.37E-05
848.958,8.39E-05
849.2699,8.42E-05
849.5818,8.45E-05
849.8937,8.49E-05
850.2055,8.51E-05
850.5172,8.54E-05
850.8289,8.57E-05
851.1405,8.61E-05
851.4521,8.64E-05
851.7636,8.68E-05
852.075,8.71E-05
852.3865,8.74E-05
852.6978,8.78E-05
853.0091,8.81E-05
853.3203,8.84E-05
853.6315,8.88E-05
853.9426,8.91E-05
854.2537,8.95E-05
854.5647,8.99E-05
854.8757,9.02E-05
855.1866,9.05E-05
855.4974,9.08E-05
855.8082,9.12E-05
856.119,9.16E-05
856.4297,9.19E-05
856.7403,9.22E-05
857.0509,9.26E-05
857.3614,9.30E-05
857.6719,9.33E-05
857.9823,9.37E-05
858.2926,9.40E-05
858.6029,9.45E-05
858.9132,9.48E-05
859.2233,9.51E-05
859.5335,9.55E-05
859.8435,9.59E-05
860.1536,9.63E-05
860.4635,9.67E-05
860.7734,9.71E-05
861.0833,9.75E-05
861.3931,9.78E-05
861.7028,9.83E-05
862.0125,9.88E-05
862.3222,9.92E-05
862.6317,9.96E-05
862.9413,1.00E-04
863.2507,1.00E-04
863.5601,1.01E-04
863.8695,1.01E-04
864.1788,1.02E-04
864.488,1.02E-04
864.7972,1.03E-04
865.1063,1.03E-04
865.4154,1.03E-04
865.7244,1.04E-04
866.0334,1.04E-04
866.3423,1.05E-04
866.6512,1.05E-04
866.96,1.06E-04
867.2687,1.06E-04
867.5774,1.06E-04
867.886,1.07E-04
868.1946,1.07E-04
868.5031,1.08E-04
868.8116,1.08E-04
869.12,1.09E-04
869.4284,1.09E-04
869.7366,1.10E-04
870.0449,1.10E-04
870.3531,1.11E-04
870.6612,1.12E-04
870.9693,1.12E-04
871.2773,1.13E-04
871.5853,1.13E-04
871.8932,1.14E-04
872.201,1.15E-04
872.5088,1.15E-04
872.8165,1.15E-04
873.1242,1.16E-04
873.4319,1.17E-04
873.7394,1.17E-04
874.0469,1.18E-04
874.3544,1.18E-04
874.6618,1.19E-04
874.9692,1.19E-04
875.2764,1.20E-04
875.5837,1.20E-04
875.8909,1.21E-04
876.198,1.22E-04
876.505,1.22E-04
876.8121,1.23E-04
877.119,1.23E-04
877.4259,1.24E-04
877.7328,1.25E-04
878.0395,1.26E-04
878.3463,1.26E-04
878.653,1.27E-04
878.9596,1.28E-04
879.2661,1.29E-04
879.5726,1.29E-04
879.8791,1.30E-04
880.1855,1.31E-04
880.4918,1.32E-04
880.7981,1.32E-04
881.1043,1.33E-04
881.4105,1.34E-04
881.7166,1.35E-04
882.0227,1.36E-04
882.3287,1.36E-04
882.6346,1.37E-04
882.9405,1.38E-04
883.2463,1.39E-04
883.5521,1.40E-04
883.8578,1.41E-04
884.1635,1.41E-04
884.4691,1.42E-04
884.7747,1.43E-04
885.0802,1.44E-04
885.3856,1.44E-04
885.691,1.45E-04
885.9963,1.46E-04
886.3016,1.46E-04
886.6068,1.47E-04
886.9119,1.47E-04
887.217,1.48E-04
887.5221,1.48E-04
887.8271,1.49E-04
888.132,1.49E-04
888.4369,1.50E-04
888.7417,1.50E-04
889.0465,1.51E-04
889.3512,1.51E-04
889.6558,1.52E-04
889.9604,1.53E-04
890.2649,1.53E-04
890.5694,1.54E-04
890.8738,1.54E-04
891.1782,1.55E-04
891.4825,1.55E-04
891.7868,1.56E-04
892.091,1.56E-04
892.3951,1.56E-04
892.6992,1.56E-04
893.0032,1.56E-04
893.3072,1.56E-04
893.6111,1.57E-04
893.915,1.57E-04
894.2188,1.57E-04
894.5225,1.58E-04
894.8262,1.58E-04
895.1298,1.58E-04
895.4334,1.59E-04
895.7369,1.59E-04
896.0404,1.60E-04
896.3438,1.60E-04
896.6471,1.61E-04
896.9504,1.61E-04
897.2537,1.62E-04
897.5568,1.62E-04
897.86,1.62E-04
898.163,1.62E-04
898.466,1.63E-04
898.769,1.63E-04
899.0719,1.64E-04
899.3747,1.64E-04
899.6775,1.64E-04
899.9802,1.65E-04
900.2829,1.65E-04
900.5855,1.65E-04
900.888,1.66E-04
901.1905,1.66E-04
901.493,1.67E-04
901.7954,1.67E-04
902.0977,1.68E-04
902.4,1.68E-04
902.7022,1.69E-04
903.0043,1.69E-04
903.3064,1.70E-04
903.6085,1.70E-04
903.9104,1.70E-04
904.2124,1.71E-04
904.5142,1.72E-04
904.8161,1.72E-04
905.1178,1.72E-04
905.4195,1.73E-04
905.7211,1.74E-04
906.0227,1.74E-04
906.3243,1.75E-04
906.6257,1.75E-04
906.9271,1.76E-04
907.2285,1.76E-04
907.5298,1.77E-04
907.831,1.78E-04
908.1322,1.79E-04
908.4333,1.79E-04
908.7344,1.80E-04
909.0354,1.81E-04
909.3364,1.82E-04
909.6373,1.83E-04
909.9381,1.84E-04
910.2389,1.85E-04
910.5396,1.86E-04
910.8403,1.87E-04
911.1409,1.88E-04
911.4415,1.89E-04
911.742,1.90E-04
912.0424,1.90E-04
912.3428,1.91E-04
912.6431,1.92E-04
912.9434,1.93E-04
913.2436,1.94E-04
913.5438,1.95E-04
913.8439,1.96E-04
914.1439,1.97E-04
914.4439,1.98E-04
914.7438,1.99E-04
915.0437,2.00E-04
915.3435,2.01E-04
915.6432,2.03E-04
915.9429,2.04E-04
916.2426,2.06E-04
916.5422,2.07E-04
916.8417,2.08E-04
917.1411,2.10E-04
917.4406,2.11E-04
917.7399,2.12E-04
918.0392,2.14E-04
918.3384,2.15E-04
918.6376,2.16E-04
918.9367,2.18E-04
919.2358,2.19E-04
919.5348,2.20E-04
919.8338,2.21E-04
920.1326,2.23E-04
920.4315,2.25E-04
920.7303,2.26E-04
921.029,2.28E-04
921.3276,2.29E-04
921.6262,2.31E-04
921.9248,2.33E-04
922.2233,2.34E-04
922.5217,2.36E-04
922.8201,2.38E-04
923.1184,2.40E-04
923.4166,2.41E-04
923.7148,2.44E-04
924.013,2.46E-04
924.3111,2.47E-04
924.6091,2.49E-04
924.9071,2.51E-04
925.205,2.53E-04
925.5028,2.54E-04
925.8006,2.56E-04
926.0984,2.58E-04
926.396,2.60E-04
926.6937,2.62E-04
926.9912,2.63E-04
927.2887,2.65E-04
927.5862,2.67E-04
927.8836,2.69E-04
928.1809,2.71E-04
928.4782,2.73E-04
928.7754,2.75E-04
929.0726,2.77E-04
929.3697,2.79E-04
929.6667,2.82E-04
929.9637,2.84E-04
930.2606,2.87E-04
930.5575,2.89E-04
930.8543,2.92E-04
931.1511,2.94E-04
931.4478,2.97E-04
931.7444,3.00E-04
932.041,3.02E-04
932.3375,3.05E-04
932.634,3.08E-04
932.9304,3.10E-04
933.2267,3.13E-04
933.523,3.16E-04
933.8192,3.18E-04
934.1154,3.21E-04
934.4115,3.23E-04
934.7076,3.25E-04
935.0036,3.28E-04
935.2995,3.30E-04
935.5954,3.32E-04
935.8912,3.35E-04
936.187,3.38E-04
936.4827,3.40E-04
936.7784,3.43E-04
937.074,3.46E-04
937.3695,3.49E-04
937.665,3.53E-04
937.9604,3.55E-04
938.2557,3.57E-04
938.551,3.60E-04
938.8463,3.63E-04
939.1415,3.66E-04
939.4366,3.69E-04
939.7317,3.72E-04
940.0267,3.75E-04
940.3216,3.78E-04
940.6165,3.80E-04
940.9114,3.83E-04
941.2061,3.86E-04
941.5009,3.90E-04
941.7955,3.93E-04
942.0901,3.97E-04
942.3847,4.00E-04
942.6792,4.03E-04
942.9736,4.05E-04
943.268,4.08E-04
943.5623,4.11E-04
943.8565,4.15E-04
944.1507,4.20E-04
944.4448,4.23E-04
944.7389,4.26E-04
945.0329,4.30E-04
945.3269,4.33E-04
945.6208,4.37E-04
945.9146,4.41E-04
946.2084,4.46E-04
946.5022,4.50E-04
946.7958,4.53E-04
947.0894,4.56E-04
947.383,4.59E-04
947.6765,4.63E-04
947.9699,4.67E-04
948.2633,4.70E-04
948.5566,4.73E-04
948.8499,4.77E-04
949.1431,4.80E-04
949.4362,4.83E-04
949.7293,4.87E-04
950.0223,4.91E-04
950.3153,4.95E-04
950.6082,5.00E-04
950.901,5.05E-04
951.1938,5.08E-04
951.4865,5.13E-04
951.7792,5.17E-04
952.0718,5.21E-04
952.3644,5.26E-04
952.6569,5.31E-04
952.9493,5.36E-04
953.2417,5.40E-04
953.534,5.46E-04
953.8263,5.51E-04
954.1185,5.56E-04
954.4106,5.61E-04
954.7027,5.66E-04
954.9947,5.71E-04
955.2867,5.77E-04
955.5786,5.82E-04
955.8704,5.87E-04
956.1622,5.92E-04
956.4539,5.98E-04
956.7456,6.03E-04
957.0372,6.08E-04
957.3288,6.12E-04
957.6203,6.17E-04
957.9117,6.23E-04
958.2031,6.28E-04
958.4944,6.34E-04
958.7857,6.40E-04
959.0769,6.46E-04
959.368,6.51E-04
959.6591,6.56E-04
959.9501,6.62E-04
960.2411,6.68E-04
960.532,6.74E-04
960.8228,6.82E-04
961.1136,6.89E-04
961.4043,6.94E-04
961.695,6.99E-04
961.9856,7.04E-04
962.2762,7.10E-04
962.5667,7.15E-04
962.8571,7.21E-04
963.1475,7.28E-04
963.4378,7.33E-04
963.728,7.39E-04
964.0182,7.44E-04
964.3084,7.49E-04
964.5984,7.57E-04
964.8885,7.64E-04
965.1784,7.70E-04
965.4683,7.76E-04
965.7582,7.84E-04
966.0479,7.92E-04
966.3377,7.97E-04
966.6273,8.03E-04
966.9169,8.10E-04
967.2065,8.16E-04
967.496,8.22E-04
967.7854,8.29E-04
968.0747,8.36E-04
968.3641,8.43E-04
968.6533,8.52E-04
968.9425,8.59E-04
969.2316,8.65E-04
969.5207,8.75E-04
969.8097,8.85E-04
970.0987,8.94E-04
970.3875,9.03E-04
970.6764,9.13E-04
970.9651,9.21E-04
971.2539,9.28E-04
971.5425,9.40E-04
971.8311,9.47E-04
972.1196,9.55E-04
972.4081,9.60E-04
972.6965,9.65E-04
972.9849,9.74E-04
973.2732,9.82E-04
973.5614,9.89E-04
973.8496,9.96E-04
974.1377,9.99E-04
974.4258,1.01E-03
974.7138,1.02E-03
975.0017,1.03E-03
975.2896,1.04E-03
975.5774,1.05E-03
975.8652,1.06E-03
976.1529,1.07E-03
976.4405,1.08E-03
976.7281,1.09E-03
977.0156,1.10E-03
977.3031,1.11E-03
977.5905,1.12E-03
977.8778,1.13E-03
978.1651,1.13E-03
978.4523,1.15E-03
978.7395,1.16E-03
979.0266,1.16E-03
979.3137,1.17E-03
979.6006,1.18E-03
979.8876,1.19E-03
980.1744,1.21E-03
980.4612,1.22E-03
980.748,1.23E-03
981.0347,1.24E-03
981.3213,1.26E-03
981.6079,1.26E-03
981.8944,1.27E-03
982.1808,1.29E-03
982.4672,1.30E-03
982.7535,1.31E-03
983.0398,1.33E-03
983.326,1.34E-03
983.6122,1.35E-03
983.8983,1.36E-03
984.1843,1.37E-03
984.4702,1.38E-03
984.7562,1.40E-03
985.042,1.41E-03
985.3278,1.42E-03
985.6135,1.43E-03
985.8992,1.45E-03
986.1848,1.47E-03
986.4703,1.47E-03
986.7558,1.48E-03
987.0413,1.50E-03
987.3266,1.51E-03
987.6119,1.52E-03
987.8972,1.53E-03
988.1824,1.55E-03
988.4675,1.56E-03
988.7526,1.57E-03
989.0376,1.58E-03
989.3225,1.60E-03
989.6074,1.62E-03
989.8922,1.64E-03
990.177,1.65E-03
990.4617,1.67E-03
990.7464,1.68E-03
991.0309,1.69E-03
991.3155,1.71E-03
991.5999,1.73E-03
991.8843,1.75E-03
992.1687,1.76E-03
992.453,1.76E-03
992.7372,1.79E-03
993.0214,1.79E-03
993.3055,1.80E-03
993.5895,1.83E-03
993.8735,1.86E-03
994.1574,1.87E-03
994.4413,1.89E-03
994.7251,1.89E-03
995.0088,1.91E-03
995.2925,1.94E-03
995.5761,1.95E-03
995.8597,1.97E-03
996.1432,2.00E-03
996.4267,2.04E-03
996.71,2.04E-03
996.9934,2.06E-03
997.2766,2.09E-03
997.5598,2.12E-03
997.843,2.15E-03
998.126,2.17E-03
998.4091,2.19E-03
998.692,2.23E-03
998.9749,2.26E-03
999.2577,2.29E-03
999.5405,2.31E-03
999.8232,2.34E-03
1000.1059,2.36E-03
1000.3885,2.39E-03
1000.671,2.42E-03
1000.9535,2.45E-03
1001.2359,2.46E-03
1001.5183,2.49E-03
1001.8006,2.50E-03
1002.0828,2.53E-03
1002.365,2.54E-03
1002.6471,2.58E-03
1002.9291,2.62E-03
1003.2111,2.64E-03
1003.493,2.68E-03
1003.7749,2.69E-03
1004.0567,2.72E-03
1004.3385,2.75E-03
1004.6202,2.76E-03
1004.9018,2.79E-03
1005.1833,2.80E-03
1005.4648,2.84E-03
1005.7463,2.85E-03
1006.0277,2.85E-03
1006.309,2.90E-03
1006.5903,2.94E-03
1006.8715,2.99E-03
1007.1526,3.01E-03
1007.4337,3.04E-03
1007.7147,3.09E-03
1007.9956,3.13E-03
1008.2765,3.20E-03
1008.5574,3.22E-03
1008.8382,3.28E-03
1009.1189,3.33E-03
1009.3995,3.38E-03
1009.6801,3.41E-03
1009.9606,3.44E-03
1010.2411,3.49E-03
1010.5215,3.54E-03
1010.8019,3.58E-03
1011.0822,3.63E-03
1011.3624,3.68E-03
1011.6425,3.72E-03
1011.9227,3.76E-03
1012.2027,3.77E-03
1012.4827,3.81E-03
1012.7626,3.84E-03
1013.0425,3.84E-03
1013.3223,3.88E-03
1013.602,3.94E-03
1013.8817,3.98E-03
1014.1613,4.01E-03
1014.4408,4.00E-03
1014.7203,4.05E-03
1014.9998,4.06E-03
1015.2791,4.13E-03
1015.5585,4.14E-03
1015.8377,4.16E-03
1016.1169,4.26E-03
1016.396,4.33E-03
1016.6751,4.39E-03
1016.9541,4.47E-03
1017.233,4.49E-03
1017.5119,4.54E-03
1017.7907,4.57E-03
1018.0695,4.65E-03
1018.3482,4.69E-03
1018.6268,4.72E-03
1018.9054,4.74E-03
1019.1839,4.74E-03
1019.4624,4.79E-03
1019.7408,4.79E-03
1020.0191,4.76E-03
1020.2974,4.80E-03
1020.5756,5.09E-03
1020.8537,5.21E-03
1021.1318,4.80E-03
1021.4099,4.80E-03
1021.6878,4.80E-03
